Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Positive TCs,Chrome 142.0.0.0,,,2025-12-10 11:16:29,2025-12-10 11:17:57,"1m - 27,183s",PASSED
,,,,,,,
Test Cases/Positive/Success Login,Chrome 142.0.0.0,,,2025-12-10 11:16:30,2025-12-10 11:16:47,"17,315s",PASSED
"openBrowser("""")",Chrome 142.0.0.0,,,2025-12-10 11:16:30,2025-12-10 11:16:33,"3,364s",PASSED
"navigateToUrl(""saucedemo.com"")",Chrome 142.0.0.0,,,2025-12-10 11:16:33,2025-12-10 11:16:36,"2,289s",PASSED
maximizeWindow(),Chrome 142.0.0.0,,,2025-12-10 11:16:36,2025-12-10 11:16:36,"0,077s",PASSED
delay(5),Chrome 142.0.0.0,,,2025-12-10 11:16:36,2025-12-10 11:16:41,"5,032s",PASSED
"verifyElementPresent(findTestObject(""Login Page/input_username""), 0)",Chrome 142.0.0.0,,,2025-12-10 11:16:41,2025-12-10 11:16:41,"0,111s",PASSED
"setText(findTestObject(""Login Page/input_username""), username)",Chrome 142.0.0.0,,,2025-12-10 11:16:41,2025-12-10 11:16:41,"0,250s",PASSED
"verifyElementPresent(findTestObject(""Login Page/input_password""), 0)",Chrome 142.0.0.0,,,2025-12-10 11:16:41,2025-12-10 11:16:41,"0,075s",PASSED
"setText(findTestObject(""Login Page/input_password""), password)",Chrome 142.0.0.0,,,2025-12-10 11:16:41,2025-12-10 11:16:41,"0,236s",PASSED
"verifyElementPresent(findTestObject(""Login Page/btn_login""), 0)",Chrome 142.0.0.0,,,2025-12-10 11:16:41,2025-12-10 11:16:41,"0,076s",PASSED
"enhancedClick(findTestObject(""Login Page/btn_login""), STOP_ON_FAILURE)",Chrome 142.0.0.0,,,2025-12-10 11:16:41,2025-12-10 11:16:42,"0,230s",PASSED
delay(5),Chrome 142.0.0.0,,,2025-12-10 11:16:42,2025-12-10 11:16:47,"5,003s",PASSED
"verifyElementPresent(findTestObject(""Products/lbl_products""), 0)",Chrome 142.0.0.0,,,2025-12-10 11:16:47,2025-12-10 11:16:47,"0,079s",PASSED
takeScreenshot(),Chrome 142.0.0.0,,,2025-12-10 11:16:47,2025-12-10 11:16:47,"0,212s",PASSED
,,,,,,,
Test Cases/Positive/Success Login,Chrome 142.0.0.0,,,2025-12-10 11:16:47,2025-12-10 11:17:02,"14,853s",PASSED
"openBrowser("""")",Chrome 142.0.0.0,,,2025-12-10 11:16:47,2025-12-10 11:16:50,"2,847s",PASSED
