Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Positive TCs,Chrome 142.0.0.0,,,2025-12-10 11:24:31,2025-12-10 11:25:59,"1m - 28,121s",PASSED
,,,,,,,
Test Cases/Positive/Success Login,Chrome 142.0.0.0,,,2025-12-10 11:24:31,2025-12-10 11:24:47,"16,447s",PASSED
"openBrowser("""")",Chrome 142.0.0.0,,,2025-12-10 11:24:31,2025-12-10 11:24:34,"2,960s",PASSED
"navigateToUrl(""saucedemo.com"")",Chrome 142.0.0.0,,,2025-12-10 11:24:34,2025-12-10 11:24:36,"2,009s",PASSED
maximizeWindow(),Chrome 142.0.0.0,,,2025-12-10 11:24:36,2025-12-10 11:24:36,"0,057s",PASSED
delay(5),Chrome 142.0.0.0,,,2025-12-10 11:24:36,2025-12-10 11:24:41,"5,033s",PASSED
"verifyElementPresent(findTestObject(""Login Page/input_username""), 0)",Chrome 142.0.0.0,,,2025-12-10 11:24:41,2025-12-10 11:24:41,"0,107s",PASSED
"setText(findTestObject(""Login Page/input_username""), username)",Chrome 142.0.0.0,,,2025-12-10 11:24:41,2025-12-10 11:24:41,"0,204s",PASSED
"verifyElementPresent(findTestObject(""Login Page/input_password""), 0)",Chrome 142.0.0.0,,,2025-12-10 11:24:41,2025-12-10 11:24:42,"0,070s",PASSED
"setText(findTestObject(""Login Page/input_password""), password)",Chrome 142.0.0.0,,,2025-12-10 11:24:42,2025-12-10 11:24:42,"0,186s",PASSED
"verifyElementPresent(findTestObject(""Login Page/btn_login""), 0)",Chrome 142.0.0.0,,,2025-12-10 11:24:42,2025-12-10 11:24:42,"0,089s",PASSED
"enhancedClick(findTestObject(""Login Page/btn_login""), STOP_ON_FAILURE)",Chrome 142.0.0.0,,,2025-12-10 11:24:42,2025-12-10 11:24:42,"0,189s",PASSED
delay(5),Chrome 142.0.0.0,,,2025-12-10 11:24:42,2025-12-10 11:24:47,"5,007s",PASSED
"verifyElementPresent(findTestObject(""Products/lbl_products""), 0)",Chrome 142.0.0.0,,,2025-12-10 11:24:47,2025-12-10 11:24:47,"0,068s",PASSED
takeScreenshot(),Chrome 142.0.0.0,,,2025-12-10 11:24:47,2025-12-10 11:24:47,"0,194s",PASSED
,,,,,,,
Test Cases/Positive/Success Login,Chrome 142.0.0.0,,,2025-12-10 11:24:47,2025-12-10 11:25:03,"16,025s",PASSED
"openBrowser("""")",Chrome 142.0.0.0,,,2025-12-10 11:24:47,2025-12-10 11:24:50,"2,723s",PASSED
"navigateToUrl(""saucedemo.com"")",Chrome 142.0.0.0,,,2025-12-10 11:24:50,2025-12-10 11:24:52,"2,165s",PASSED
maximizeWindow(),Chrome 142.0.0.0,,,2025-12-10 11:24:52,2025-12-10 11:24:52,"0,045s",PASSED
delay(5),Chrome 142.0.0.0,,,2025-12-10 11:24:52,2025-12-10 11:24:57,"5,003s",PASSED
"verifyElementPresent(findTestObject(""Login Page/input_username""), 0)",Chrome 142.0.0.0,,,2025-12-10 11:24:57,2025-12-10 11:24:57,"0,069s",PASSED
"setText(findTestObject(""Login Page/input_username""), username)",Chrome 142.0.0.0,,,2025-12-10 11:24:57,2025-12-10 11:24:58,"0,234s",PASSED
"verifyElementPresent(findTestObject(""Login Page/input_password""), 0)",Chrome 142.0.0.0,,,2025-12-10 11:24:58,2025-12-10 11:24:58,"0,067s",PASSED
"setText(findTestObject(""Login Page/input_password""), password)",Chrome 142.0.0.0,,,2025-12-10 11:24:58,2025-12-10 11:24:58,"0,207s",PASSED
"verifyElementPresent(findTestObject(""Login Page/btn_login""), 0)",Chrome 142.0.0.0,,,2025-12-10 11:24:58,2025-12-10 11:24:58,"0,063s",PASSED
"enhancedClick(findTestObject(""Login Page/btn_login""), STOP_ON_FAILURE)",Chrome 142.0.0.0,,,2025-12-10 11:24:58,2025-12-10 11:24:58,"0,189s",PASSED
delay(5),Chrome 142.0.0.0,,,2025-12-10 11:24:58,2025-12-10 11:25:03,"5,005s",PASSED
"verifyElementPresent(findTestObject(""Products/lbl_products""), 0)",Chrome 142.0.0.0,,,2025-12-10 11:25:03,2025-12-10 11:25:03,"0,067s",PASSED
takeScreenshot(),Chrome 142.0.0.0,,,2025-12-10 11:25:03,2025-12-10 11:25:03,"0,179s",PASSED
,,,,,,,
Test Cases/Positive/Success Logout,Chrome 142.0.0.0,,,2025-12-10 11:25:03,2025-12-10 11:25:59,"55,387s",PASSED
"callTestCase(findTestCase(""Positive/Success Login""), [""username"":""standard_user"", ""password"":""secret_sauce""], STOP_ON_FAILURE)",Chrome 142.0.0.0,,,2025-12-10 11:25:03,2025-12-10 11:25:19,"15,259s",PASSED
delay(3),Chrome 142.0.0.0,,,2025-12-10 11:25:19,2025-12-10 11:25:22,"3,015s",PASSED
"verifyElementPresent(findTestObject(""Products/btn_burgerMenu""), 0)",Chrome 142.0.0.0,,,2025-12-10 11:25:22,2025-12-10 11:25:22,"0,069s",PASSED
"enhancedClick(findTestObject(""Products/btn_burgerMenu""), STOP_ON_FAILURE)",Chrome 142.0.0.0,,,2025-12-10 11:25:22,2025-12-10 11:25:22,"0,123s",PASSED
delay(3),Chrome 142.0.0.0,,,2025-12-10 11:25:22,2025-12-10 11:25:25,"3,012s",PASSED
